year,raceName,driverName,constructorName,championshipPosition,championshipPoints,q1,q2,q3,grid,positionOrder,practiceTime
2023,Belgian Grand Prix,PER,Red Bull,2,189.0,118.899,112.35300000000001,107.045,2,2,0.0
2023,Belgian Grand Prix,VER,Red Bull,1,314.0,118.515,112.78399999999999,106.168,6,1,0.0
2021,Bahrain Grand Prix,RIC,McLaren,7,6.0,90.795,90.22200000000001,89.92699999999999,6,7,92.795
2021,Bahrain Grand Prix,NOR,McLaren,4,12.0,90.902,90.099,89.974,7,4,92.902
2021,Emilia Romagna Grand Prix,RIC,McLaren,7,14.0,75.669,75.033,74.826,6,6,77.669
2021,Emilia Romagna Grand Prix,NOR,McLaren,3,27.0,75.009,74.718,74.875,7,3,77.009
2021,Portuguese Grand Prix,RIC,McLaren,7,16.0,79.839,-1.0,-1.0,16,9,81.839
2021,Portuguese Grand Prix,NOR,McLaren,3,37.0,78.794,78.481,79.116,7,5,80.794
2021,Spanish Grand Prix,RIC,McLaren,7,24.0,78.264,77.719,77.622,7,6,80.264
2021,Spanish Grand Prix,NOR,McLaren,4,41.0,77.821,77.696,78.01,9,8,79.821
2021,Monaco Grand Prix,RIC,McLaren,8,24.0,71.747,71.598,-1.0,12,12,73.747
2021,Monaco Grand Prix,NOR,McLaren,3,56.0,71.321,71.031,70.62,5,3,73.321
2021,Azerbaijan Grand Prix,RIC,McLaren,10,26.0,102.304,102.55799999999999,-1.0,13,9,104.304
2021,Azerbaijan Grand Prix,NOR,McLaren,4,66.0,102.167,101.813,101.747,9,5,104.167
2021,French Grand Prix,RIC,McLaren,9,34.0,92.181,91.615,91.382,10,6,94.181
2021,French Grand Prix,NOR,McLaren,4,76.0,91.733,91.542,91.252,8,5,93.733
2021,Styrian Grand Prix,RIC,McLaren,9,34.0,65.142,64.80799999999999,-1.0,13,13,67.142
2021,Styrian Grand Prix,NOR,McLaren,4,86.0,64.584,64.298,64.12,3,5,66.584
2021,Austrian Grand Prix,RIC,McLaren,8,40.0,64.977,64.719,-1.0,13,7,66.977
2021,Austrian Grand Prix,NOR,McLaren,4,101.0,64.345,64.415,63.768,2,3,66.345
2021,British Grand Prix,RIC,McLaren,8,50.0,87.32300000000001,87.125,86.899,6,5,89.32300000000001
2021,British Grand Prix,NOR,McLaren,3,113.0,87.444,87.22,86.89699999999999,5,4,89.444
2021,Hungarian Grand Prix,RIC,McLaren,9,50.0,77.664,76.871,-1.0,11,11,79.664
2021,Hungarian Grand Prix,NOR,McLaren,3,113.0,77.081,76.385,76.489,6,15,79.081
2021,Belgian Grand Prix,RIC,McLaren,8,56.0,121.583,117.12700000000001,120.864,4,4,123.583
2021,Belgian Grand Prix,NOR,McLaren,3,113.0,118.301,116.025,-1.0,15,14,120.301
2021,Dutch Grand Prix,RIC,McLaren,9,56.0,70.255,69.865,70.166,10,11,72.255
2021,Dutch Grand Prix,NOR,McLaren,4,114.0,70.489,70.406,-1.0,13,10,72.489
2021,Italian Grand Prix,RIC,McLaren,8,83.0,81.292,80.435,79.995,2,1,83.292
2021,Italian Grand Prix,NOR,McLaren,4,132.0,80.916,80.059,79.989,3,2,82.916
2021,Russian Grand Prix,RIC,McLaren,8,95.0,108.345,106.36099999999999,104.156,5,4,110.345
2021,Russian Grand Prix,NOR,McLaren,4,139.0,107.238,105.827,101.993,1,7,109.238
2021,Turkish Grand Prix,RIC,McLaren,8,95.0,85.881,-1.0,-1.0,20,13,87.881
2021,Turkish Grand Prix,NOR,McLaren,4,145.0,85.138,84.642,83.95400000000001,7,7,87.138
2021,United States Grand Prix,RIC,McLaren,8,105.0,94.407,94.643,93.80799999999999,6,5,96.407
2021,United States Grand Prix,NOR,McLaren,5,149.0,94.551,93.88,93.887,7,8,96.551
2021,Mexico City Grand Prix,RIC,McLaren,8,105.0,77.719,77.092,76.763,7,12,79.719
2021,Mexico City Grand Prix,NOR,McLaren,5,150.0,77.569,77.473,96.83,18,10,79.569
2021,São Paulo Grand Prix,RIC,McLaren,8,105.0,69.374,69.093,69.039,11,19,71.374
2021,São Paulo Grand Prix,NOR,McLaren,5,151.0,69.365,69.03,68.98,5,10,71.365
2021,Qatar Grand Prix,RIC,McLaren,8,105.0,82.688,82.59700000000001,-1.0,14,12,84.688
2021,Qatar Grand Prix,NOR,McLaren,5,153.0,82.839,82.21600000000001,81.731,4,9,84.839
2021,Saudi Arabian Grand Prix,RIC,McLaren,8,115.0,88.21600000000001,88.668,-1.0,11,5,90.21600000000001
2021,Saudi Arabian Grand Prix,NOR,McLaren,6,154.0,88.338,88.344,88.18,7,10,90.338
2021,Abu Dhabi Grand Prix,RIC,McLaren,8,115.0,83.82900000000001,83.44800000000001,83.40899999999999,10,12,85.82900000000001
2021,Abu Dhabi Grand Prix,NOR,McLaren,6,160.0,83.553,83.256,82.931,3,7,85.553
2022,Bahrain Grand Prix,RIC,McLaren,14,0.0,92.945,-1.0,-1.0,18,14,94.945
2022,Bahrain Grand Prix,NOR,McLaren,15,0.0,92.239,92.00800000000001,-1.0,13,15,94.239
2022,Saudi Arabian Grand Prix,RIC,McLaren,19,0.0,90.009,89.773,-1.0,14,17,92.009
2022,Saudi Arabian Grand Prix,NOR,McLaren,10,6.0,89.957,89.651,-1.0,11,7,91.957
2022,Australian Grand Prix,RIC,McLaren,11,8.0,79.66499999999999,79.13,79.032,7,6,81.66499999999999
2022,Australian Grand Prix,NOR,McLaren,8,16.0,79.28,79.066,78.703,4,5,81.28
2022,Emilia Romagna Grand Prix,RIC,McLaren,11,11.0,79.98,80.031,89.742,6,18,81.98
2022,Emilia Romagna Grand Prix,NOR,McLaren,6,35.0,80.168,79.294,89.131,5,3,82.168
2022,Miami Grand Prix,RIC,McLaren,11,11.0,90.583,90.31,-1.0,14,13,92.583
2022,Miami Grand Prix,NOR,McLaren,7,35.0,90.761,89.634,89.75,8,19,92.761
2022,Spanish Grand Prix,RIC,McLaren,12,11.0,80.549,80.287,80.297,9,12,82.549
2022,Spanish Grand Prix,NOR,McLaren,7,39.0,80.838,80.471,-1.0,11,8,82.838
2022,Monaco Grand Prix,RIC,McLaren,11,11.0,73.338,72.964,-1.0,14,13,75.338
2022,Monaco Grand Prix,NOR,McLaren,7,48.0,72.92699999999999,72.266,71.849,5,6,74.92699999999999
2022,Azerbaijan Grand Prix,RIC,McLaren,13,15.0,104.437,103.574,-1.0,12,8,106.437
2022,Azerbaijan Grand Prix,NOR,McLaren,7,50.0,104.237,103.398,-1.0,11,9,106.237
2022,Canadian Grand Prix,RIC,McLaren,13,15.0,93.636,86.375,83.749,9,11,95.636
2022,Canadian Grand Prix,NOR,McLaren,7,50.0,94.066,-1.0,-1.0,14,15,96.066
2022,British Grand Prix,RIC,McLaren,14,15.0,101.93299999999999,104.35499999999999,-1.0,14,13,103.93299999999999
2022,British Grand Prix,NOR,McLaren,7,58.0,101.515,101.821,102.084,6,6,103.515
2022,Austrian Grand Prix,RIC,McLaren,12,17.0,66.613,-1.0,-1.0,11,9,68.613
2022,Austrian Grand Prix,NOR,McLaren,7,64.0,66.33,85.84700000000001,-1.0,10,7,68.33
2022,French Grand Prix,RIC,McLaren,12,19.0,93.404,92.922,-1.0,9,9,95.404
2022,French Grand Prix,NOR,McLaren,7,70.0,92.672,92.777,92.032,5,7,94.672
2022,Hungarian Grand Prix,RIC,McLaren,12,19.0,78.775,78.19800000000001,78.379,9,15,80.775
2022,Hungarian Grand Prix,NOR,McLaren,7,76.0,78.65299999999999,78.121,77.769,4,7,80.65299999999999
2022,Belgian Grand Prix,RIC,McLaren,13,19.0,106.212,105.767,-1.0,7,15,108.212
2022,Belgian Grand Prix,NOR,McLaren,7,76.0,105.745,105.60300000000001,106.178,17,12,107.745
2022,Dutch Grand Prix,RIC,McLaren,13,19.0,72.081,-1.0,-1.0,17,17,74.081
2022,Dutch Grand Prix,NOR,McLaren,7,82.0,71.556,71.116,71.174,7,7,73.556
2022,Italian Grand Prix,RIC,McLaren,14,19.0,82.139,81.855,81.925,4,17,84.139
2022,Italian Grand Prix,NOR,McLaren,7,88.0,82.13,81.831,81.584,3,7,84.13
2022,Singapore Grand Prix,RIC,McLaren,11,29.0,116.226,-1.0,-1.0,16,5,118.226
2022,Singapore Grand Prix,NOR,McLaren,7,100.0,115.914,113.94200000000001,110.584,6,4,117.914
2022,Japanese Grand Prix,RIC,McLaren,12,29.0,90.88,90.65899999999999,-1.0,11,11,92.88
2022,Japanese Grand Prix,NOR,McLaren,7,101.0,90.881,90.473,91.003,10,10,92.881
2022,United States Grand Prix,RIC,McLaren,12,29.0,97.04599999999999,-1.0,-1.0,15,16,99.04599999999999
2022,United States Grand Prix,NOR,McLaren,7,109.0,96.465,96.34100000000001,95.69,6,6,98.465
2022,Mexico City Grand Prix,RIC,McLaren,12,35.0,80.279,79.325,-1.0,11,7,82.279
2022,Mexico City Grand Prix,NOR,McLaren,7,111.0,79.857,79.119,78.721,8,9,81.857
2022,Brazilian Grand Prix,RIC,McLaren,12,35.0,74.931,72.14,-1.0,11,20,76.931
2022,Brazilian Grand Prix,NOR,McLaren,7,113.0,73.106,71.377,72.263,6,18,75.106
2022,Abu Dhabi Grand Prix,RIC,McLaren,11,37.0,85.76599999999999,85.068,85.045,13,9,87.76599999999999
2022,Abu Dhabi Grand Prix,NOR,McLaren,7,122.0,85.387,84.90299999999999,84.769,7,6,87.387
2023,Bahrain Grand Prix,NOR,McLaren,17,0.0,91.652,91.381,-1.0,11,17,94.165
2023,Bahrain Grand Prix,PIA,McLaren,20,0.0,92.101,-1.0,-1.0,18,20,94.997
2023,Saudi Arabian Grand Prix,NOR,McLaren,20,0.0,90.447,-1.0,-1.0,19,17,92.149
2023,Saudi Arabian Grand Prix,PIA,McLaren,19,0.0,89.706,89.378,89.243,8,15,91.491
2023,Australian Grand Prix,NOR,McLaren,8,8.0,78.243,78.119,-1.0,13,6,79.536
2023,Australian Grand Prix,PIA,McLaren,13,4.0,78.517,-1.0,-1.0,16,8,79.777
2023,Azerbaijan Grand Prix,NOR,McLaren,9,10.0,102.154,101.485,101.281,7,9,103.125
2023,Azerbaijan Grand Prix,PIA,McLaren,11,4.0,102.455,101.636,101.61099999999999,10,11,103.98
2023,Miami Grand Prix,NOR,McLaren,9,10.0,88.394,-1.0,-1.0,16,17,91.104
2023,Miami Grand Prix,PIA,McLaren,14,4.0,88.48400000000001,-1.0,-1.0,19,19,91.81
2023,Monaco Grand Prix,NOR,McLaren,11,12.0,72.877,72.377,72.254,10,9,74.467
2023,Monaco Grand Prix,PIA,McLaren,13,5.0,73.006,72.395,-1.0,11,10,75.192
2023,Spanish Grand Prix,NOR,McLaren,11,12.0,73.295,72.776,72.792,3,17,75.783
2023,Spanish Grand Prix,PIA,McLaren,13,5.0,73.691,73.059,73.682,9,13,76.353
2023,Canadian Grand Prix,NOR,McLaren,11,12.0,81.998,79.34700000000001,88.04599999999999,7,13,0.0
2023,Canadian Grand Prix,PIA,McLaren,14,5.0,82.19,79.65899999999999,91.349,8,11,81.496
2023,Austrian Grand Prix,NOR,McLaren,10,24.0,65.617,65.038,64.658,4,4,67.617
2023,Austrian Grand Prix,PIA,McLaren,14,5.0,65.68299999999999,65.605,-1.0,13,16,67.68299999999999
2023,British Grand Prix,NOR,McLaren,9,42.0,88.917,88.042,86.961,2,2,90.917
2023,British Grand Prix,PIA,McLaren,11,17.0,89.874,87.845,87.092,3,4,91.874
2023,Hungarian Grand Prix,NOR,McLaren,8,60.0,78.697,77.328,76.694,3,2,100.277
2023,Hungarian Grand Prix,PIA,McLaren,11,27.0,78.464,77.571,76.905,4,5,99.154
2023,Belgian Grand Prix,NOR,McLaren,8,69.0,119.981,112.25200000000001,107.669,7,7,124.484
2023,Belgian Grand Prix,PIA,McLaren,11,34.0,118.872,111.53399999999999,107.36500000000001,5,20,123.792
2021,Bahrain Grand Prix,SAI,Ferrari,8,4.0,91.65299999999999,90.009,90.215,8,8,93.65299999999999
2021,Bahrain Grand Prix,LEC,Ferrari,6,8.0,90.691,90.01,89.678,4,6,92.691
2021,Emilia Romagna Grand Prix,SAI,Ferrari,6,14.0,75.406,75.199,-1.0,11,5,77.406
2021,Emilia Romagna Grand Prix,LEC,Ferrari,4,20.0,75.413,74.80799999999999,74.74,4,4,77.413
2021,Portuguese Grand Prix,SAI,Ferrari,8,14.0,79.309,78.813,79.039,5,11,81.309
2021,Portuguese Grand Prix,LEC,Ferrari,5,28.0,79.373,78.769,79.306,8,6,81.373
2021,Spanish Grand Prix,SAI,Ferrari,8,20.0,78.205,77.656,77.62,6,7,80.205
2021,Spanish Grand Prix,LEC,Ferrari,5,40.0,78.041,77.717,77.51,4,4,80.041
2021,Monaco Grand Prix,SAI,Ferrari,7,38.0,71.324,70.806,70.611,4,2,73.324
2021,Monaco Grand Prix,LEC,Ferrari,6,40.0,71.113,70.597,70.346,1,20,73.113
2021,Azerbaijan Grand Prix,SAI,Ferrari,7,42.0,102.12100000000001,101.74000000000001,101.576,5,8,104.12100000000001
2021,Azerbaijan Grand Prix,LEC,Ferrari,5,52.0,102.241,101.65899999999999,101.218,1,4,104.241
2021,French Grand Prix,SAI,Ferrari,7,42.0,92.07900000000001,91.146,90.84,5,11,94.07900000000001
2021,French Grand Prix,LEC,Ferrari,6,52.0,92.209,91.56700000000001,90.987,7,16,94.209
2021,Styrian Grand Prix,SAI,Ferrari,7,50.0,64.859,64.8,-1.0,12,6,66.859
2021,Styrian Grand Prix,LEC,Ferrari,6,58.0,64.745,64.646,64.472,7,7,66.745
2021,Austrian Grand Prix,SAI,Ferrari,7,60.0,64.596,64.559,-1.0,10,5,66.596
2021,Austrian Grand Prix,LEC,Ferrari,6,62.0,64.906,64.6,-1.0,12,8,66.906
2021,British Grand Prix,SAI,Ferrari,7,68.0,87.337,86.848,87.007,10,6,89.337
2021,British Grand Prix,LEC,Ferrari,6,80.0,87.051,86.919,86.828,4,2,89.051
2021,Hungarian Grand Prix,SAI,Ferrari,6,83.0,76.649,-1.0,-1.0,15,3,78.649
2021,Hungarian Grand Prix,LEC,Ferrari,7,80.0,77.084,76.574,76.496,7,18,79.084
2021,Belgian Grand Prix,SAI,Ferrari,6,83.5,121.184,118.137,-1.0,11,10,123.184
2021,Belgian Grand Prix,LEC,Ferrari,7,82.0,120.728,117.721,-1.0,9,8,122.728
2021,Dutch Grand Prix,SAI,Ferrari,7,89.5,70.022,69.87,69.537,6,7,72.022
2021,Dutch Grand Prix,LEC,Ferrari,6,92.0,69.82900000000001,69.437,69.527,5,5,71.82900000000001
2021,Italian Grand Prix,SAI,Ferrari,7,97.5,81.118,80.75,80.462,6,6,83.118
2021,Italian Grand Prix,LEC,Ferrari,6,104.0,81.219,80.767,80.51,5,4,83.219
2021,Russian Grand Prix,SAI,Ferrari,6,112.5,107.924,106.521,102.50999999999999,2,3,109.924
2021,Russian Grand Prix,LEC,Ferrari,7,104.0,108.47,-1.0,-1.0,19,15,110.47
2021,Turkish Grand Prix,SAI,Ferrari,6,116.5,85.17699999999999,-1.0,-1.0,19,8,87.17699999999999
2021,Turkish Grand Prix,LEC,Ferrari,7,116.0,84.869,84.015,83.265,3,4,86.869
2021,United States Grand Prix,SAI,Ferrari,7,122.5,94.55799999999999,94.126,93.792,5,7,96.55799999999999
2021,United States Grand Prix,LEC,Ferrari,6,128.0,94.15299999999999,93.928,93.606,4,4,96.15299999999999
2021,Mexico City Grand Prix,SAI,Ferrari,7,130.5,77.517,77.248,76.761,6,6,79.517
2021,Mexico City Grand Prix,LEC,Ferrari,6,138.0,76.748,77.03399999999999,76.837,8,5,78.748
2021,São Paulo Grand Prix,SAI,Ferrari,7,139.5,69.04599999999999,69.031,68.826,3,6,71.04599999999999
2021,São Paulo Grand Prix,LEC,Ferrari,6,148.0,69.155,68.859,68.96000000000001,6,5,71.155
2021,Qatar Grand Prix,SAI,Ferrari,7,145.5,82.304,82.241,81.84,5,7,84.304
2021,Qatar Grand Prix,LEC,Ferrari,6,152.0,82.742,82.463,-1.0,13,8,84.742
2021,Saudi Arabian Grand Prix,SAI,Ferrari,7,149.5,88.237,113.652,-1.0,15,8,90.237
2021,Saudi Arabian Grand Prix,LEC,Ferrari,5,158.0,88.31,88.459,88.054,4,7,90.31
2021,Abu Dhabi Grand Prix,SAI,Ferrari,5,164.5,83.624,83.174,82.992,5,3,85.624
2021,Abu Dhabi Grand Prix,LEC,Ferrari,7,159.0,83.467,83.202,83.122,7,10,85.467
2022,Bahrain Grand Prix,SAI,Ferrari,2,18.0,91.56700000000001,90.787,90.687,3,2,93.56700000000001
2022,Bahrain Grand Prix,LEC,Ferrari,1,26.0,91.471,90.932,90.55799999999999,1,1,93.471
2022,Saudi Arabian Grand Prix,SAI,Ferrari,2,33.0,88.855,88.686,88.402,3,3,90.855
2022,Saudi Arabian Grand Prix,LEC,Ferrari,1,45.0,89.039,88.78,88.225,2,2,91.039
2022,Australian Grand Prix,SAI,Ferrari,3,33.0,78.983,78.469,79.408,9,20,80.983
2022,Australian Grand Prix,LEC,Ferrari,1,71.0,78.881,78.606,77.868,1,1,80.881
2022,Emilia Romagna Grand Prix,SAI,Ferrari,5,38.0,79.305,78.99,-1.0,4,20,81.305
2022,Emilia Romagna Grand Prix,LEC,Ferrari,1,86.0,78.79599999999999,79.584,88.77799999999999,2,6,80.79599999999999
2022,Miami Grand Prix,SAI,Ferrari,5,53.0,90.07900000000001,89.729,88.986,2,3,92.07900000000001
2022,Miami Grand Prix,LEC,Ferrari,1,104.0,89.474,89.13,88.79599999999999,1,2,91.474
2022,Spanish Grand Prix,SAI,Ferrari,5,65.0,79.892,79.453,79.166,3,4,81.892
2022,Spanish Grand Prix,LEC,Ferrari,2,104.0,79.861,79.969,78.75,1,20,81.861
2022,Monaco Grand Prix,SAI,Ferrari,5,83.0,72.616,72.074,71.601,2,2,74.616
2022,Monaco Grand Prix,LEC,Ferrari,2,116.0,72.569,71.864,71.376,1,4,74.569
2022,Azerbaijan Grand Prix,SAI,Ferrari,5,83.0,102.957,102.088,101.814,4,20,104.957
2022,Azerbaijan Grand Prix,LEC,Ferrari,3,116.0,102.86500000000001,102.04599999999999,101.35900000000001,1,19,104.86500000000001
2022,Canadian Grand Prix,SAI,Ferrari,5,102.0,92.781,85.197,82.096,3,2,94.781
2022,Canadian Grand Prix,LEC,Ferrari,3,126.0,93.00800000000001,-1.0,-1.0,19,5,95.00800000000001
2022,British Grand Prix,SAI,Ferrari,4,127.0,100.19,101.602,100.983,1,1,102.19
2022,British Grand Prix,LEC,Ferrari,3,138.0,99.846,101.247,101.298,3,4,101.846
2022,Austrian Grand Prix,SAI,Ferrari,4,133.0,65.66,65.576,65.066,3,18,67.66
2022,Austrian Grand Prix,LEC,Ferrari,2,170.0,65.419,65.287,65.013,2,1,67.419
2022,French Grand Prix,SAI,Ferrari,4,144.0,92.297,91.081,-1.0,19,5,94.297
2022,French Grand Prix,LEC,Ferrari,2,170.0,91.727,91.21600000000001,90.872,1,19,93.727
2022,Hungarian Grand Prix,SAI,Ferrari,5,156.0,78.434,77.946,77.42099999999999,2,4,80.434
2022,Hungarian Grand Prix,LEC,Ferrari,2,178.0,78.806,77.768,77.56700000000001,3,6,80.806
2022,Belgian Grand Prix,SAI,Ferrari,4,171.0,105.05,105.418,104.297,1,3,107.05
2022,Belgian Grand Prix,LEC,Ferrari,3,186.0,105.572,104.551,104.553,15,6,107.572
2022,Dutch Grand Prix,SAI,Ferrari,5,175.0,71.767,70.814,70.434,3,8,73.767
2022,Dutch Grand Prix,LEC,Ferrari,2,201.0,71.443,70.988,70.363,2,3,73.443
2022,Italian Grand Prix,SAI,Ferrari,5,187.0,81.348,80.878,80.429,18,4,83.348
2022,Italian Grand Prix,LEC,Ferrari,2,219.0,81.28,81.208,80.161,1,2,83.28
2022,Singapore Grand Prix,SAI,Ferrari,5,202.0,114.559,113.219,109.583,4,3,116.559
2022,Singapore Grand Prix,LEC,Ferrari,2,237.0,114.12899999999999,112.343,109.412,1,2,116.12899999999999
2022,Japanese Grand Prix,SAI,Ferrari,5,202.0,90.336,90.444,89.361,3,19,92.336
2022,Japanese Grand Prix,LEC,Ferrari,3,252.0,90.402,90.486,89.314,2,3,92.402
2022,United States Grand Prix,SAI,Ferrari,5,202.0,95.297,95.59,94.356,1,20,97.297
2022,United States Grand Prix,LEC,Ferrari,2,267.0,95.795,95.24600000000001,94.42099999999999,12,3,97.795
2022,Mexico City Grand Prix,SAI,Ferrari,6,212.0,79.566,78.56,78.351,5,5,81.566
2022,Mexico City Grand Prix,LEC,Ferrari,3,275.0,79.505,79.10900000000001,78.555,7,6,81.505
2022,Brazilian Grand Prix,SAI,Ferrari,6,234.0,74.68,70.89,72.357,7,3,76.68
2022,Brazilian Grand Prix,LEC,Ferrari,2,290.0,74.486,70.95,-1.0,5,4,76.486
2022,Abu Dhabi Grand Prix,SAI,Ferrari,5,246.0,85.09,84.521,84.242,4,4,87.09
2022,Abu Dhabi Grand Prix,LEC,Ferrari,2,308.0,85.211,84.517,84.092,3,2,87.211
2023,Bahrain Grand Prix,SAI,Ferrari,4,12.0,90.993,90.515,90.154,4,4,96.072
2023,Bahrain Grand Prix,LEC,Ferrari,19,0.0,91.094,90.282,90.0,3,19,94.257
2023,Saudi Arabian Grand Prix,SAI,Ferrari,4,20.0,89.411,88.957,88.931,4,6,90.924
2023,Saudi Arabian Grand Prix,LEC,Ferrari,8,6.0,89.376,88.90299999999999,88.42,12,7,91.118
2023,Australian Grand Prix,SAI,Ferrari,5,20.0,77.928,77.349,77.27,5,12,79.505
2023,Australian Grand Prix,LEC,Ferrari,10,6.0,78.218,77.39,77.369,7,20,79.378
2023,Azerbaijan Grand Prix,SAI,Ferrari,5,34.0,102.197,101.369,101.01599999999999,4,5,102.899
2023,Azerbaijan Grand Prix,LEC,Ferrari,6,28.0,101.269,101.037,100.203,1,3,102.352
2023,Miami Grand Prix,SAI,Ferrari,5,44.0,87.686,87.148,87.349,3,5,90.724
2023,Miami Grand Prix,LEC,Ferrari,7,34.0,87.713,86.964,87.861,7,7,91.337
2023,Monaco Grand Prix,SAI,Ferrari,6,48.0,72.717,72.21000000000001,71.63,4,8,73.372
2023,Monaco Grand Prix,LEC,Ferrari,7,42.0,72.912,72.103,71.471,6,6,74.093
2023,Spanish Grand Prix,SAI,Ferrari,6,58.0,73.411,72.78999999999999,72.734,2,5,75.726
2023,Spanish Grand Prix,LEC,Ferrari,7,42.0,74.07900000000001,-1.0,-1.0,19,11,75.694
2023,Canadian Grand Prix,SAI,Ferrari,5,68.0,82.248,79.856,89.294,11,5,85.991
2023,Canadian Grand Prix,LEC,Ferrari,7,54.0,81.843,80.615,-1.0,10,4,86.809
2023,Austrian Grand Prix,SAI,Ferrari,5,82.0,65.339,64.975,64.581,3,6,67.339
2023,Austrian Grand Prix,LEC,Ferrari,6,72.0,65.577,65.087,64.439,2,2,67.577
2023,British Grand Prix,SAI,Ferrari,5,83.0,89.865,88.265,87.148,5,10,91.865
2023,British Grand Prix,LEC,Ferrari,7,74.0,89.143,88.361,87.136,4,9,91.143
2023,Hungarian Grand Prix,SAI,Ferrari,6,87.0,78.393,77.703,-1.0,11,8,108.101
2023,Hungarian Grand Prix,LEC,Ferrari,7,80.0,78.44,77.58,76.992,6,7,101.142
2023,Belgian Grand Prix,SAI,Ferrari,7,92.0,118.688,111.711,107.152,4,19,123.207
2023,Belgian Grand Prix,LEC,Ferrari,5,99.0,118.3,112.017,106.988,1,3,0.0
2021,Bahrain Grand Prix,GAS,AlphaTauri,17,0.0,90.848,90.513,89.809,5,17,92.848
2021,Bahrain Grand Prix,TSU,AlphaTauri,9,2.0,90.607,91.203,-1.0,13,9,92.607
2021,Emilia Romagna Grand Prix,GAS,AlphaTauri,9,6.0,75.548,74.92699999999999,74.78999999999999,5,7,77.548
2021,Emilia Romagna Grand Prix,TSU,AlphaTauri,11,2.0,-1.0,-1.0,-1.0,20,12,1.0
2021,Portuguese Grand Prix,GAS,AlphaTauri,10,7.0,79.464,79.05199999999999,79.475,9,10,81.464
2021,Portuguese Grand Prix,TSU,AlphaTauri,13,2.0,79.684,79.463,-1.0,14,15,81.684
2021,Spanish Grand Prix,GAS,AlphaTauri,10,8.0,78.19,77.982,-1.0,12,10,80.19
2021,Spanish Grand Prix,TSU,AlphaTauri,13,2.0,78.556,-1.0,-1.0,16,20,80.556
2021,Monaco Grand Prix,GAS,AlphaTauri,9,16.0,71.56,71.179,70.9,6,6,73.56
2021,Monaco Grand Prix,TSU,AlphaTauri,14,2.0,72.096,-1.0,-1.0,16,16,74.096
2021,Azerbaijan Grand Prix,GAS,AlphaTauri,8,31.0,102.288,101.932,101.565,4,3,104.288
2021,Azerbaijan Grand Prix,TSU,AlphaTauri,14,8.0,102.521,101.654,102.211,7,7,104.521
2021,French Grand Prix,GAS,AlphaTauri,8,37.0,91.898,91.35300000000001,90.868,6,7,93.898
2021,French Grand Prix,TSU,AlphaTauri,14,8.0,-1.0,-1.0,-1.0,0,13,1.0
2021,Styrian Grand Prix,GAS,AlphaTauri,8,37.0,64.765,64.429,64.236,6,20,66.765
2021,Styrian Grand Prix,TSU,AlphaTauri,14,9.0,64.608,64.631,64.514,11,10,66.608
2021,Austrian Grand Prix,GAS,AlphaTauri,9,39.0,64.841,64.412,64.107,6,9,66.841
2021,Austrian Grand Prix,TSU,AlphaTauri,14,9.0,64.967,64.518,64.273,7,12,66.967
2021,British Grand Prix,GAS,AlphaTauri,9,39.0,87.6,87.273,-1.0,11,11,89.6
2021,British Grand Prix,TSU,AlphaTauri,14,10.0,88.043,-1.0,-1.0,16,10,90.043
2021,Hungarian Grand Prix,GAS,AlphaTauri,8,50.0,76.874,76.394,76.483,5,5,78.874
2021,Hungarian Grand Prix,TSU,AlphaTauri,13,18.0,77.919,-1.0,-1.0,16,6,79.919
2021,Belgian Grand Prix,GAS,AlphaTauri,9,54.0,120.387,116.44,121.164,6,6,122.387
2021,Belgian Grand Prix,TSU,AlphaTauri,13,18.0,122.413,-1.0,-1.0,16,15,124.413
2021,Dutch Grand Prix,GAS,AlphaTauri,8,66.0,70.274,69.541,69.478,4,4,72.274
2021,Dutch Grand Prix,TSU,AlphaTauri,13,18.0,70.462,71.314,-1.0,14,19,72.462
2021,Italian Grand Prix,GAS,AlphaTauri,9,66.0,81.44,80.556,80.26,0,19,83.44
2021,Italian Grand Prix,TSU,AlphaTauri,14,18.0,81.973,-1.0,-1.0,0,20,83.973
2021,Russian Grand Prix,GAS,AlphaTauri,9,66.0,107.828,106.64099999999999,-1.0,11,13,109.828
2021,Russian Grand Prix,TSU,AlphaTauri,14,18.0,108.854,106.751,-1.0,12,17,110.854
2021,Turkish Grand Prix,GAS,AlphaTauri,9,74.0,84.70400000000001,83.81700000000001,83.326,4,6,86.70400000000001
2021,Turkish Grand Prix,TSU,AlphaTauri,14,18.0,85.40899999999999,84.054,84.368,9,14,87.40899999999999
2021,United States Grand Prix,GAS,AlphaTauri,9,74.0,94.56700000000001,94.583,94.118,8,20,96.56700000000001
2021,United States Grand Prix,TSU,AlphaTauri,14,20.0,95.36,95.137,94.918,10,9,97.36
2021,Mexico City Grand Prix,GAS,AlphaTauri,9,86.0,76.908,76.955,76.456,5,4,78.908
2021,Mexico City Grand Prix,TSU,AlphaTauri,14,20.0,77.33,76.701,77.158,17,20,79.33
2021,São Paulo Grand Prix,GAS,AlphaTauri,9,92.0,69.347,68.903,68.777,7,7,71.347
2021,São Paulo Grand Prix,TSU,AlphaTauri,14,20.0,69.35,69.483,-1.0,15,15,71.35
2021,Qatar Grand Prix,GAS,AlphaTauri,9,92.0,82.535,81.72800000000001,81.64,2,11,84.535
2021,Qatar Grand Prix,TSU,AlphaTauri,14,20.0,82.458,82.05799999999999,81.881,8,13,84.458
